Video ID,Title,Views,Likes,Comments,Channel Title,Channel Subscribers,Video Category,Duration,Publish Date,Comment Author,Comment Text,Video Link
uVa0Wy96xhQ,How to become a Data Analyst FAST (By 2025),41398,1961,42,Rohan Adus,25400,People & Blogs,0:15:41,2024-09-23T04:00:26.000Z,@lavanyaseng9231,How to get job without experience,https://www.youtube.com/watch?v=uVa0Wy96xhQ
uVa0Wy96xhQ,How to become a Data Analyst FAST (By 2025),41398,1961,42,Rohan Adus,25400,People & Blogs,0:15:41,2024-09-23T04:00:26.000Z,@chandlerking6438,"Working on my journey in this. I am a teacher trying to transition into something else. I am currently working on a PhD in educational research and statistics. There are a lot of opportunities in that job market and it typically takes a PhD to fill those roles or someone with a master’s (If I wanted to do institutional research or something along those lines). I am only halfway through this program, and I don’t want to continue waiting so I am working towards being a data analyst. Based on my degree path I have some statistical skills, but the programs my university uses is not the same as many data analyst companies. My university uses Excel, Jasp, IBM SPSS, and some individuals know STATA (I just started learning STATA last semester in a course where the instructor chooses everything that goes on in the course. He felt the need because many places are hiring people who know statistical programs that are code instead of point and click). Some of my professors and the department are debating if it is smart to switch over to R (The reason they don’t is because it would change the how the whole course is outlined to books needed for the course, and teaching code instead of by click for the analysis). Long story short I found out my university partners with coursera and I decided to take the google data analyst certificate in addition to my coursework at school. I plan to take the advanced certificate and the IBM one and hopefully I can land a role. Hopefully by doing this, performing projects, and changing my resume, I can hopefully get a new job by June or July.",https://www.youtube.com/watch?v=uVa0Wy96xhQ
uVa0Wy96xhQ,How to become a Data Analyst FAST (By 2025),41398,1961,42,Rohan Adus,25400,People & Blogs,0:15:41,2024-09-23T04:00:26.000Z,@wahbahassan3719,Great Video Iam planning to Move from IT Support to data Analysis by 2025,https://www.youtube.com/watch?v=uVa0Wy96xhQ
uVa0Wy96xhQ,How to become a Data Analyst FAST (By 2025),41398,1961,42,Rohan Adus,25400,People & Blogs,0:15:41,2024-09-23T04:00:26.000Z,@ravonne2286,"Great video. Thank you. I was a Quality Assurance Manager for a pharmaceutical company for the past 12 years.  Unfortunately the company closed in January of this year.  I've been having difficulties finding a job, and now I'm considering learning data analytics in the hopes of landing a job as a Data Analyst. I've always been interested in this but never had the time due to work demands.  I'm finally going to do it.",https://www.youtube.com/watch?v=uVa0Wy96xhQ
J_NIs74LyZ4,Data Analyst Roadmap 2025 #roadmap #shorts #dataanalyst,39595,1598,27,Tech Classes,54100,Education,0:00:14,2024-01-15T04:55:14.000Z,@techclasses0810,Data Analyst Roadmap: https://topmate.io/ayushi_mishra/720141,https://www.youtube.com/watch?v=J_NIs74LyZ4
J_NIs74LyZ4,Data Analyst Roadmap 2025 #roadmap #shorts #dataanalyst,39595,1598,27,Tech Classes,54100,Education,0:00:14,2024-01-15T04:55:14.000Z,@Bhumika-f2z,I did bachelor's of arts can i get the  job in data analyst,https://www.youtube.com/watch?v=J_NIs74LyZ4
J_NIs74LyZ4,Data Analyst Roadmap 2025 #roadmap #shorts #dataanalyst,39595,1598,27,Tech Classes,54100,Education,0:00:14,2024-01-15T04:55:14.000Z,@Norahkireku,Send me,https://www.youtube.com/watch?v=J_NIs74LyZ4
J_NIs74LyZ4,Data Analyst Roadmap 2025 #roadmap #shorts #dataanalyst,39595,1598,27,Tech Classes,54100,Education,0:00:14,2024-01-15T04:55:14.000Z,@NoDistractions02,hello ji,https://www.youtube.com/watch?v=J_NIs74LyZ4
J_NIs74LyZ4,Data Analyst Roadmap 2025 #roadmap #shorts #dataanalyst,39595,1598,27,Tech Classes,54100,Education,0:00:14,2024-01-15T04:55:14.000Z,@Dtanveer,Degree requirement hoti hai kya mam?,https://www.youtube.com/watch?v=J_NIs74LyZ4
DuJtsY35iOM,"Data Analyst, Data Scientist, ML Engineer: What&#39;s the Difference?",181518,10060,74,Sundas Khalid,287000,Science & Technology,0:00:59,2024-09-23T14:31:38.000Z,@whitetiger1810,And what is similar between all of them is tbat none of them are getting jobs right now....,https://www.youtube.com/watch?v=DuJtsY35iOM
DuJtsY35iOM,"Data Analyst, Data Scientist, ML Engineer: What&#39;s the Difference?",181518,10060,74,Sundas Khalid,287000,Science & Technology,0:00:59,2024-09-23T14:31:38.000Z,@Dreamcatcher_Lvl_,"Always Python but never C/C++, however C is used together with Python",https://www.youtube.com/watch?v=DuJtsY35iOM
DuJtsY35iOM,"Data Analyst, Data Scientist, ML Engineer: What&#39;s the Difference?",181518,10060,74,Sundas Khalid,287000,Science & Technology,0:00:59,2024-09-23T14:31:38.000Z,@zamatallica7,"I use ChatGpt and SQL, I guess thats makes me a ""Data Scientist.",https://www.youtube.com/watch?v=DuJtsY35iOM
DuJtsY35iOM,"Data Analyst, Data Scientist, ML Engineer: What&#39;s the Difference?",181518,10060,74,Sundas Khalid,287000,Science & Technology,0:00:59,2024-09-23T14:31:38.000Z,@RussoConcerned,"And do what with all this AI if many of us are employed? Who can afford the good and services produced by AI?

Nice. AI surely can replace CEO/CTO/CFO positions.",https://www.youtube.com/watch?v=DuJtsY35iOM
DuJtsY35iOM,"Data Analyst, Data Scientist, ML Engineer: What&#39;s the Difference?",181518,10060,74,Sundas Khalid,287000,Science & Technology,0:00:59,2024-09-23T14:31:38.000Z,@MikosMiko,"Great video.Ive seen so many companies put data scientists in data analyst roles, and when the data scientists get bored they fire them, not even realizing what they had. All bad leadership.",https://www.youtube.com/watch?v=DuJtsY35iOM
JS4z0eOjwZs,Life as a Data Analyst #shorts,906565,23901,253,Maven Analytics,80900,Education,0:00:14,2022-08-07T23:11:44.000Z,@raulmiguel9299,Eso lo hacemos todos quien coño va a saber 5 lenguajes y plataformas,https://www.youtube.com/watch?v=JS4z0eOjwZs
JS4z0eOjwZs,Life as a Data Analyst #shorts,906565,23901,253,Maven Analytics,80900,Education,0:00:14,2022-08-07T23:11:44.000Z,@memesondesk,"What AI tools we can use for fast data analysis - some friend saying chatgpt, i want more... What others?",https://www.youtube.com/watch?v=JS4z0eOjwZs
JS4z0eOjwZs,Life as a Data Analyst #shorts,906565,23901,253,Maven Analytics,80900,Education,0:00:14,2022-08-07T23:11:44.000Z,@ariy7712,WHAT RUBBISH IS THAT SCREAMING SOUND! HAD TO SHUT THE VIDEO! ARE YOU ANALYST OR LUNATIC??,https://www.youtube.com/watch?v=JS4z0eOjwZs
JS4z0eOjwZs,Life as a Data Analyst #shorts,906565,23901,253,Maven Analytics,80900,Education,0:00:14,2022-08-07T23:11:44.000Z,@jbw9113,I just need the deets on landing the job! Then im good!😂,https://www.youtube.com/watch?v=JS4z0eOjwZs
JS4z0eOjwZs,Life as a Data Analyst #shorts,906565,23901,253,Maven Analytics,80900,Education,0:00:14,2022-08-07T23:11:44.000Z,@maddiermah5875,Haha. I’m currently taking the Google Data Analytics course. I’m on course 5 out of 8 right now.,https://www.youtube.com/watch?v=JS4z0eOjwZs
l8DCPaHc5TQ,Learn SQL for Data Analysis in one hour (with sample dataset + 50 queries),1192242,38863,888,Chandoo,714000,Science & Technology,0:58:22,2022-08-23T08:00:15.000Z,@pgkannan,Thanks!,https://www.youtube.com/watch?v=l8DCPaHc5TQ
l8DCPaHc5TQ,Learn SQL for Data Analysis in one hour (with sample dataset + 50 queries),1192242,38863,888,Chandoo,714000,Science & Technology,0:58:22,2022-08-23T08:00:15.000Z,@_rachid,Thank you.,https://www.youtube.com/watch?v=l8DCPaHc5TQ
l8DCPaHc5TQ,Learn SQL for Data Analysis in one hour (with sample dataset + 50 queries),1192242,38863,888,Chandoo,714000,Science & Technology,0:58:22,2022-08-23T08:00:15.000Z,@ruchikanimbulkar1914,"Select ""good day"" from days
where person = ""you"" 😃",https://www.youtube.com/watch?v=l8DCPaHc5TQ
l8DCPaHc5TQ,Learn SQL for Data Analysis in one hour (with sample dataset + 50 queries),1192242,38863,888,Chandoo,714000,Science & Technology,0:58:22,2022-08-23T08:00:15.000Z,@DCBTM.,"start import is not shown. any help?
file trying to  import",https://www.youtube.com/watch?v=l8DCPaHc5TQ
l8DCPaHc5TQ,Learn SQL for Data Analysis in one hour (with sample dataset + 50 queries),1192242,38863,888,Chandoo,714000,Science & Technology,0:58:22,2022-08-23T08:00:15.000Z,@BaburAcademy,"Thank you for your great work, Chandoo!",https://www.youtube.com/watch?v=l8DCPaHc5TQ
vjK5in-OWkU,📊 Is this Data Analyst Salary Fair? ft. @AlexTheAnalyst #dataanalyst #salary,427523,11817,106,Sundas Khalid,287000,Science & Technology,0:00:28,2024-03-17T17:16:40.000Z,@Chris-yv7jy,My father was a data analyst for a while. He said AI made him unemployed,https://www.youtube.com/watch?v=vjK5in-OWkU
vjK5in-OWkU,📊 Is this Data Analyst Salary Fair? ft. @AlexTheAnalyst #dataanalyst #salary,427523,11817,106,Sundas Khalid,287000,Science & Technology,0:00:28,2024-03-17T17:16:40.000Z,@amirulizan5306,his data analyst bootcamp is awesome,https://www.youtube.com/watch?v=vjK5in-OWkU
vjK5in-OWkU,📊 Is this Data Analyst Salary Fair? ft. @AlexTheAnalyst #dataanalyst #salary,427523,11817,106,Sundas Khalid,287000,Science & Technology,0:00:28,2024-03-17T17:16:40.000Z,@Realogn,What? That’s means I might have to take a big pay cut when I leave trucking nooo 😂,https://www.youtube.com/watch?v=vjK5in-OWkU
vjK5in-OWkU,📊 Is this Data Analyst Salary Fair? ft. @AlexTheAnalyst #dataanalyst #salary,427523,11817,106,Sundas Khalid,287000,Science & Technology,0:00:28,2024-03-17T17:16:40.000Z,@solomonasfaw4850,Silly,https://www.youtube.com/watch?v=vjK5in-OWkU
vjK5in-OWkU,📊 Is this Data Analyst Salary Fair? ft. @AlexTheAnalyst #dataanalyst #salary,427523,11817,106,Sundas Khalid,287000,Science & Technology,0:00:28,2024-03-17T17:16:40.000Z,@Ruthlessssssgaming,THATS MY TEACHERRR!!!!,https://www.youtube.com/watch?v=vjK5in-OWkU
wckbRo6gDVk,Data Analyst vs Business Analyst🔥🔥 #dataanalyst #businessanalyst #datascience,180680,8390,80,Deeksha Anand,10200,People & Blogs,0:00:44,2023-07-16T09:22:27.000Z,@AK-nc9wu,"I really enjoy the content on your channel and usually find it very insightful. But this one felt a bit disconnected.
Just a small thought from a regular viewer.",https://www.youtube.com/watch?v=wckbRo6gDVk
wckbRo6gDVk,Data Analyst vs Business Analyst🔥🔥 #dataanalyst #businessanalyst #datascience,180680,8390,80,Deeksha Anand,10200,People & Blogs,0:00:44,2023-07-16T09:22:27.000Z,@aswinaswi7424,What about Finacial Modeling+ Buisness Analyst,https://www.youtube.com/watch?v=wckbRo6gDVk
wckbRo6gDVk,Data Analyst vs Business Analyst🔥🔥 #dataanalyst #businessanalyst #datascience,180680,8390,80,Deeksha Anand,10200,People & Blogs,0:00:44,2023-07-16T09:22:27.000Z,@shubham_M7777,"Please make detailed video on freelance web or app developer 

Can I make a career in freelancing as a Web developer?  It is compulsory to learn back-end development or only frontend is okay for freelancing? Someone said clients, companies want overall skillful people who knows back-end and front-end development, that's why I'm asking it.

Everyone is learning web development, all the front end developers have made gigs, there is saturation on the freelancing platform, so how to survive, how will anyone give work to the new ones?  

And can we do this for lifetime, can we secure it by making a career or will we have to do a job?? 
You know anything can happen when go online, ( what if) all your business shut down suddenly... What if YouTube, website or social media shut down, we already experienced that, now we often see social media shuts down occasionally.
So can you make career in all these field if you're drop out and can't find your career???

Also here is my question: 👇🏻
1. How to take it as business? 
2. How to find clients? 
3. What to do when you're sick or on vacation, traveling, how to handle clients then?
4. How to scale your business?Or you need to do job or any other income source for survival? 
5. After learning one skill you need to learn another skill for freelancing?
6. How to choose skill? I'm confused in 3-4 skills/careers like web development, graphics designer, thumbnail designer and animation, illustration etc which is better for long term career?",https://www.youtube.com/watch?v=wckbRo6gDVk
wckbRo6gDVk,Data Analyst vs Business Analyst🔥🔥 #dataanalyst #businessanalyst #datascience,180680,8390,80,Deeksha Anand,10200,People & Blogs,0:00:44,2023-07-16T09:22:27.000Z,@RahulSingh-pu6vv,I am a business analyst with a giant tech company... It's a dead end job,https://www.youtube.com/watch?v=wckbRo6gDVk
wckbRo6gDVk,Data Analyst vs Business Analyst🔥🔥 #dataanalyst #businessanalyst #datascience,180680,8390,80,Deeksha Anand,10200,People & Blogs,0:00:44,2023-07-16T09:22:27.000Z,@NitinKunigal,There's a difference between business analysis and business analytics! Please don't use these terms interchangeably! A business analyst role is not analytics oriented. I think you need to understand the basics of business analysis! 🙂 A lot of Youtubers spread incorrect information!,https://www.youtube.com/watch?v=wckbRo6gDVk
4iVOMvWlLjg,Exploring Exciting Opportunities in Data Analytics for freshers (Tamil) | freshers it job,53317,2430,37,HR_Navin,151000,Science & Technology,0:00:22,2024-04-26T07:30:02.000Z,@Raa707,I wt to discuss with Rajesh,https://www.youtube.com/watch?v=4iVOMvWlLjg
4iVOMvWlLjg,Exploring Exciting Opportunities in Data Analytics for freshers (Tamil) | freshers it job,53317,2430,37,HR_Navin,151000,Science & Technology,0:00:22,2024-04-26T07:30:02.000Z,@devarajp4027,"Only you are need freshers, what about early completion students, still so many students not get job",https://www.youtube.com/watch?v=4iVOMvWlLjg
4iVOMvWlLjg,Exploring Exciting Opportunities in Data Analytics for freshers (Tamil) | freshers it job,53317,2430,37,HR_Navin,151000,Science & Technology,0:00:22,2024-04-26T07:30:02.000Z,@mathanraj2729,Endha fields la fresher ah edukamatanga,https://www.youtube.com/watch?v=4iVOMvWlLjg
4iVOMvWlLjg,Exploring Exciting Opportunities in Data Analytics for freshers (Tamil) | freshers it job,53317,2430,37,HR_Navin,151000,Science & Technology,0:00:22,2024-04-26T07:30:02.000Z,@naveenrajs9756,Yeavan da sonna data science and data analysis boom augudunu .... Otha paitiyakara ko***di😂😂😂,https://www.youtube.com/watch?v=4iVOMvWlLjg
4iVOMvWlLjg,Exploring Exciting Opportunities in Data Analytics for freshers (Tamil) | freshers it job,53317,2430,37,HR_Navin,151000,Science & Technology,0:00:22,2024-04-26T07:30:02.000Z,@mohammedthoufiq8325,Data analytics nu kooda solla therila Ivan lam pesuran,https://www.youtube.com/watch?v=4iVOMvWlLjg
gFdu9CdjXmo,"Data Analyst Roadmap 2025 with Free Resources | Salary- Rs X,00,000 LPA😲",33412,2307,136,LearnWidGiggs,74300,Education,0:10:15,2025-01-06T13:30:20.000Z,@learnwidgiggs,Download Data Analyst Roadmap PDF from here- https://drive.google.com/file/d/1yml77chcbwF1F41mv8rpGDgyDfGQjQIa/view?usp=sharing,https://www.youtube.com/watch?v=gFdu9CdjXmo
gFdu9CdjXmo,"Data Analyst Roadmap 2025 with Free Resources | Salary- Rs X,00,000 LPA😲",33412,2307,136,LearnWidGiggs,74300,Education,0:10:15,2025-01-06T13:30:20.000Z,@hemalatha-l6w,Im a CA dropout age is around 29 can I switch to data analysis or ibm mq courses will there be any opportunities for me ..,https://www.youtube.com/watch?v=gFdu9CdjXmo
gFdu9CdjXmo,"Data Analyst Roadmap 2025 with Free Resources | Salary- Rs X,00,000 LPA😲",33412,2307,136,LearnWidGiggs,74300,Education,0:10:15,2025-01-06T13:30:20.000Z,@virenrajput2,Please I need a job 🙏🙏 so plz giveaway I'm continuously learning,https://www.youtube.com/watch?v=gFdu9CdjXmo
gFdu9CdjXmo,"Data Analyst Roadmap 2025 with Free Resources | Salary- Rs X,00,000 LPA😲",33412,2307,136,LearnWidGiggs,74300,Education,0:10:15,2025-01-06T13:30:20.000Z,@rushworld775,I am 29 Year old engineer graduate. I have 6 yrs experience in kpo sector. Can I start my career in data analytics at this age without prior experience or knowledge?,https://www.youtube.com/watch?v=gFdu9CdjXmo
gFdu9CdjXmo,"Data Analyst Roadmap 2025 with Free Resources | Salary- Rs X,00,000 LPA😲",33412,2307,136,LearnWidGiggs,74300,Education,0:10:15,2025-01-06T13:30:20.000Z,@shivam_1302,"Hlo sir , i need your giveaway please.",https://www.youtube.com/watch?v=gFdu9CdjXmo
UTMuL_86gSQ,Complete Data Analyst Roadmap on Analyst Builder | Become a Data Analyst Faster!,49966,1436,159,Alex The Analyst,973000,Education,0:06:07,2024-07-25T12:00:34.000Z,@solomeyonas5913,Hi will there be a new discount code for the course? i really want to buy the lifetime access bundle,https://www.youtube.com/watch?v=UTMuL_86gSQ
UTMuL_86gSQ,Complete Data Analyst Roadmap on Analyst Builder | Become a Data Analyst Faster!,49966,1436,159,Alex The Analyst,973000,Education,0:06:07,2024-07-25T12:00:34.000Z,@JorJorIvanovitch,"Is this an industry recognized Certification? Or just ""certificates of completion?""

I've seen you, and many other data analysts saying Google DA Certifiate is not good enough even for entry level positions because recruiters and hiring managers want professional ""certification"" versus ""certificates od completion."" 

That said, the Coursera and Google stuff is a good starting point to learn, but won't get you an interview. Is your Analyst Builder Roadmap more like the Coursera stuff or more like the actual ""certifications"" from Microsoft or Tableau?",https://www.youtube.com/watch?v=UTMuL_86gSQ
UTMuL_86gSQ,Complete Data Analyst Roadmap on Analyst Builder | Become a Data Analyst Faster!,49966,1436,159,Alex The Analyst,973000,Education,0:06:07,2024-07-25T12:00:34.000Z,@GopikaKS-rx4mu,Will I have access to the data analyst roadmap if I subscribe to the monthly plan?,https://www.youtube.com/watch?v=UTMuL_86gSQ
UTMuL_86gSQ,Complete Data Analyst Roadmap on Analyst Builder | Become a Data Analyst Faster!,49966,1436,159,Alex The Analyst,973000,Education,0:06:07,2024-07-25T12:00:34.000Z,@allisonl9330,Would we be coding in Analyst Builder or MySQL? I tried your bootcamp first but MySQL looks sooo different because I'm on a Macbook which made it difficult to follow along.,https://www.youtube.com/watch?v=UTMuL_86gSQ
UTMuL_86gSQ,Complete Data Analyst Roadmap on Analyst Builder | Become a Data Analyst Faster!,49966,1436,159,Alex The Analyst,973000,Education,0:06:07,2024-07-25T12:00:34.000Z,@farihakabirshuchi3364,Hellow Alex if you can make an interview or can bring a hiring manager what they expect from a fresher and how to answer the questions correctly that will be helpful to many people I assume,https://www.youtube.com/watch?v=UTMuL_86gSQ
oqhQwuQOpJA,What Does a Data Analyst Actually Do? (2024),81290,1704,40,CareerFoundry,280000,Education,0:07:30,2023-05-11T11:30:20.000Z,@liliancheng5745,One thing I would add is proficiency using AI tools.,https://www.youtube.com/watch?v=oqhQwuQOpJA
oqhQwuQOpJA,What Does a Data Analyst Actually Do? (2024),81290,1704,40,CareerFoundry,280000,Education,0:07:30,2023-05-11T11:30:20.000Z,@EddiePirolli,Much easier to understand you rather than a professor,https://www.youtube.com/watch?v=oqhQwuQOpJA
oqhQwuQOpJA,What Does a Data Analyst Actually Do? (2024),81290,1704,40,CareerFoundry,280000,Education,0:07:30,2023-05-11T11:30:20.000Z,@50CAO,"I want to be a data analyst and want to do internships. The problem is, what should I be looking for when scouting for internships regarding data analysis? Should it be working with programs? I am currently going to school for Statistics & Data Science.",https://www.youtube.com/watch?v=oqhQwuQOpJA
oqhQwuQOpJA,What Does a Data Analyst Actually Do? (2024),81290,1704,40,CareerFoundry,280000,Education,0:07:30,2023-05-11T11:30:20.000Z,@Karrllson,"So in essence - you do all the donkey-work of recording every metric of an entire business - JUST so management can sit on a beach looking at your charts on their iPads, flicking their fingers around? Saving them from having to do any real management the old fashioned way?",https://www.youtube.com/watch?v=oqhQwuQOpJA
oqhQwuQOpJA,What Does a Data Analyst Actually Do? (2024),81290,1704,40,CareerFoundry,280000,Education,0:07:30,2023-05-11T11:30:20.000Z,@aldente7734,I’m trying to find more information as to what this job is before looking into a degree for it. It’s so vague everywhere I try to look into what it is,https://www.youtube.com/watch?v=oqhQwuQOpJA
F25knulvz-A,What do data analysts DO?! Here&#39;s a project walkthrough for an entry level data analyst! This goes b,554037,20049,276,Charlotte Chaze | Break Into Tech,11500,Education,0:01:00,2023-07-02T00:36:35.000Z,@lance4155,"OMG, I think I found my new career!  20 years of designing databases, designing queries and stored procedures, but seem to be missing important parts of the application development pipeline (API's, ORM's).  It was also fun conceptualizing what the application would do, navigation and application flow, creating specs for the frontend devs, but honestly the part that comes most naturally to me is just working with and understanding data.  Ok, maybe it's ocassionally (or sometimes) (or often) (or alot of times) poorly designed ad-hoc legacy data, but often that's characterized by lots of flat tables, redundantly scattered around.  Maybe this means that Data Analyst job is one where you have the opportunity to form your own self-directed side projects - I live for those!",https://www.youtube.com/watch?v=F25knulvz-A
F25knulvz-A,What do data analysts DO?! Here&#39;s a project walkthrough for an entry level data analyst! This goes b,554037,20049,276,Charlotte Chaze | Break Into Tech,11500,Education,0:01:00,2023-07-02T00:36:35.000Z,@simplelifehacks2455,Wtf the SQL y'all do is that easy?,https://www.youtube.com/watch?v=F25knulvz-A
F25knulvz-A,What do data analysts DO?! Here&#39;s a project walkthrough for an entry level data analyst! This goes b,554037,20049,276,Charlotte Chaze | Break Into Tech,11500,Education,0:01:00,2023-07-02T00:36:35.000Z,@amazingme894,I want to see if I’m actually fit for this career but Im genuinely fear these youtube vids and shorts make it sound nicer than it is,https://www.youtube.com/watch?v=F25knulvz-A
F25knulvz-A,What do data analysts DO?! Here&#39;s a project walkthrough for an entry level data analyst! This goes b,554037,20049,276,Charlotte Chaze | Break Into Tech,11500,Education,0:01:00,2023-07-02T00:36:35.000Z,@guiltycrown6024,Once you fetch the data..it can be fun building dashboards on tableau especially..love the user interface...turning all that data into colourful charts is awesome..,https://www.youtube.com/watch?v=F25knulvz-A
F25knulvz-A,What do data analysts DO?! Here&#39;s a project walkthrough for an entry level data analyst! This goes b,554037,20049,276,Charlotte Chaze | Break Into Tech,11500,Education,0:01:00,2023-07-02T00:36:35.000Z,@sherlockhamongus,"This is exactly what i was looking for, thank you!",https://www.youtube.com/watch?v=F25knulvz-A
iBz20A7Xv8Q,Is Data Analyst a Right Career For me?💡😕 #codebasics #shorts #dataanalysis #data,190039,12760,117,codebasics Hindi,160000,Education,0:00:38,2023-10-15T14:30:20.000Z,@nupurmishratheamateur719,I am want to learn power bi and sql and looking for a budget friendly bit efficient laptop with good aftersale support. Which one do you suggest?,https://www.youtube.com/watch?v=iBz20A7Xv8Q
iBz20A7Xv8Q,Is Data Analyst a Right Career For me?💡😕 #codebasics #shorts #dataanalysis #data,190039,12760,117,codebasics Hindi,160000,Education,0:00:38,2023-10-15T14:30:20.000Z,@shwetakeer9646,Data analytics ke liye laptop nhi hai to kaise sikhe,https://www.youtube.com/watch?v=iBz20A7Xv8Q
iBz20A7Xv8Q,Is Data Analyst a Right Career For me?💡😕 #codebasics #shorts #dataanalysis #data,190039,12760,117,codebasics Hindi,160000,Education,0:00:38,2023-10-15T14:30:20.000Z,@ZgzhsjjsShsjsj,Arts wale kar sakti he kiaa,https://www.youtube.com/watch?v=iBz20A7Xv8Q
iBz20A7Xv8Q,Is Data Analyst a Right Career For me?💡😕 #codebasics #shorts #dataanalysis #data,190039,12760,117,codebasics Hindi,160000,Education,0:00:38,2023-10-15T14:30:20.000Z,@prijalmalviya5725,Link,https://www.youtube.com/watch?v=iBz20A7Xv8Q
iBz20A7Xv8Q,Is Data Analyst a Right Career For me?💡😕 #codebasics #shorts #dataanalysis #data,190039,12760,117,codebasics Hindi,160000,Education,0:00:38,2023-10-15T14:30:20.000Z,@satwikchauhan5533,good advise for fresher,https://www.youtube.com/watch?v=iBz20A7Xv8Q
vzZ9dXZV4Sc,Tutorial Membuat Portfolio Data Analyst Pemula 2024 Mudah | Tableau Tutorial | #dataanalysis #excel,8672,549,6,Satya Adnyana,1880,Education,0:01:01,2024-01-17T14:05:09.000Z,@sidiqstory8500,Thankyou mas bro,https://www.youtube.com/watch?v=vzZ9dXZV4Sc
vzZ9dXZV4Sc,Tutorial Membuat Portfolio Data Analyst Pemula 2024 Mudah | Tableau Tutorial | #dataanalysis #excel,8672,549,6,Satya Adnyana,1880,Education,0:01:01,2024-01-17T14:05:09.000Z,@Murniningsih22,G ngerti mksdny,https://www.youtube.com/watch?v=vzZ9dXZV4Sc
vzZ9dXZV4Sc,Tutorial Membuat Portfolio Data Analyst Pemula 2024 Mudah | Tableau Tutorial | #dataanalysis #excel,8672,549,6,Satya Adnyana,1880,Education,0:01:01,2024-01-17T14:05:09.000Z,@sutadi.ibk80,Cakep data analis nya,https://www.youtube.com/watch?v=vzZ9dXZV4Sc
X6vmCHe2T4c,FASTEST Way to Become a Data Analyst and ACTUALLY Get a Job,13520,706,51,Lore So What,111000,Education,0:09:55,2024-12-15T14:05:00.000Z,@jananigunasekaran7641,"Hello,

Thank you so much for the detailed explanation. It was much needed! 
 
Definitely will go through other video you've shared.

request: could you please provide a video on the interview process? It would be really helpful.",https://www.youtube.com/watch?v=X6vmCHe2T4c
X6vmCHe2T4c,FASTEST Way to Become a Data Analyst and ACTUALLY Get a Job,13520,706,51,Lore So What,111000,Education,0:09:55,2024-12-15T14:05:00.000Z,@ajaykumar-bm3zu,Worth watching fantastic simply wow clean explanation,https://www.youtube.com/watch?v=X6vmCHe2T4c
X6vmCHe2T4c,FASTEST Way to Become a Data Analyst and ACTUALLY Get a Job,13520,706,51,Lore So What,111000,Education,0:09:55,2024-12-15T14:05:00.000Z,@sundayoguntoye3527,"This is really helpful.
Looking forward to your videos on Excel, SQL and Power BI",https://www.youtube.com/watch?v=X6vmCHe2T4c
X6vmCHe2T4c,FASTEST Way to Become a Data Analyst and ACTUALLY Get a Job,13520,706,51,Lore So What,111000,Education,0:09:55,2024-12-15T14:05:00.000Z,@NeerajSingh-l6v,Bro sample project u have mentioned in the video are all have model building part and i saw a vedio of yours that u are saying than python is not that much important and only need when we don't have database or need to fetch data through api or webscraping.......... Why not one tells the truth why every  youtuber is lying even u 😢,https://www.youtube.com/watch?v=X6vmCHe2T4c
X6vmCHe2T4c,FASTEST Way to Become a Data Analyst and ACTUALLY Get a Job,13520,706,51,Lore So What,111000,Education,0:09:55,2024-12-15T14:05:00.000Z,@moizdn,"I learned Excel, Sql, Python and some ML algorithms, did one portfolio project, I couldn't find the Job, I was trying to apply on Upwork. Is there other platform that has a better chance of finding a job",https://www.youtube.com/watch?v=X6vmCHe2T4c
kghcAk7l6eA,Introduction to Data Analysis with Excel: 2-Hour Training Tutorial,554486,9882,212,Simon Sez IT,635000,Science & Technology,1:53:40,2023-03-07T16:00:09.000Z,@SimonSezIT,"✅ Download the free course files to follow along  ➡https://www.simonsezit.com/data-analytics-in-excel-exercise-instructor-files/

🔥Check out our FREE 300+ hour training course playlist here 👉https://www.youtube.com/playlist?list=PLzj7TwUeMQ3hsADWJd2sJh4o8jATTyaRU

🚀Level up your data analysis skill set with this free playlist 👉https://www.youtube.com/playlist?list=PLzj7TwUeMQ3jiDSWwQjtVvHqT09XdYFMi",https://www.youtube.com/watch?v=kghcAk7l6eA
kghcAk7l6eA,Introduction to Data Analysis with Excel: 2-Hour Training Tutorial,554486,9882,212,Simon Sez IT,635000,Science & Technology,1:53:40,2023-03-07T16:00:09.000Z,@dawudaabdulgafaru142,Thank you for your excel made easy,https://www.youtube.com/watch?v=kghcAk7l6eA
kghcAk7l6eA,Introduction to Data Analysis with Excel: 2-Hour Training Tutorial,554486,9882,212,Simon Sez IT,635000,Science & Technology,1:53:40,2023-03-07T16:00:09.000Z,@muritalaisah5948,Thank you for this tutorial. It has greatly imparted my exposure to excellent use of excel to solve problems.,https://www.youtube.com/watch?v=kghcAk7l6eA
kghcAk7l6eA,Introduction to Data Analysis with Excel: 2-Hour Training Tutorial,554486,9882,212,Simon Sez IT,635000,Science & Technology,1:53:40,2023-03-07T16:00:09.000Z,@wandahlophe,excellent tool that has able to help me to close the gap on my knowledge,https://www.youtube.com/watch?v=kghcAk7l6eA
kghcAk7l6eA,Introduction to Data Analysis with Excel: 2-Hour Training Tutorial,554486,9882,212,Simon Sez IT,635000,Science & Technology,1:53:40,2023-03-07T16:00:09.000Z,@estherada4548,HOW DO I GO ABOUT IT MY EXCEL DONT HAVE Data type please i need a reply,https://www.youtube.com/watch?v=kghcAk7l6eA
